train/ent_coef_loss,train/ent_coef,train/n_updates,train/critic_loss,rollout/success_rate,rollout/ep_len_mean,time/total_timesteps,time/fps,rollout/ep_rew_mean,train/actor_loss,time/episodes,train/learning_rate,time/time_elapsed
0.2499419003725052,0.017868857830762863,1731585,0.08803509175777435,0.07,16.32,1731686,48,-27.684138869999998,17.42327117919922,98360,0.0005,35569
-0.07594430446624756,0.017844386398792267,1731636,0.22170458734035492,0.07,16.42,1731737,48,-27.55598568,15.897775650024414,98364,0.0005,35569
-0.17472000420093536,0.01820540614426136,1731691,0.06980879604816437,0.07,16.19,1731792,48,-27.959855790000006,17.02082633972168,98368,0.0005,35570
0.4945911765098572,0.01835569180548191,1731753,0.916705846786499,0.07,16.31,1731854,48,-27.805445950000003,16.510501861572266,98372,0.0005,35571
-0.2977135181427002,0.018695268779993057,1731810,0.07323818653821945,0.09,16.36,1731911,48,-27.461571040000003,16.50432777404785,98376,0.0005,35572
-0.8135203123092651,0.018621472641825676,1731868,0.054118990898132324,0.09,16.31,1731969,48,-27.584288600000004,15.638395309448242,98380,0.0005,35573
-0.0054666027426719666,0.018989015370607376,1731927,0.0637844055891037,0.1,16.31,1732028,48,-27.29183419,15.826839447021484,98384,0.0005,35574
0.7045847177505493,0.01958531327545643,1731985,0.0206458680331707,0.1,16.34,1732086,48,-27.159916150000004,17.093528747558594,98388,0.0005,35575
0.3961341977119446,0.01991942897439003,1732045,0.058211781084537506,0.11,16.35,1732146,48,-26.976142960000008,16.37525177001953,98392,0.0005,35576
-0.10386542975902557,0.02003169059753418,1732101,0.10625441372394562,0.09,16.33,1732202,48,-27.445332939999993,16.634971618652344,98396,0.0005,35577
-0.28034061193466187,0.020124634727835655,1732142,0.06271951645612717,0.09,16.23,1732243,48,-27.57211045,16.003883361816406,98400,0.0005,35577
0.21907514333724976,0.020103272050619125,1732188,0.9332826137542725,0.09,16.2,1732289,48,-27.55224507000001,15.387079238891602,98404,0.0005,35578
-0.3124259412288666,0.019850417971611023,1732251,0.623428463935852,0.08,16.21,1732352,48,-27.913300290000006,17.21460723876953,98408,0.0005,35579
