rollout/ep_len_mean,train/critic_loss,train/learning_rate,train/ent_coef_loss,rollout/ep_rew_mean,time/fps,train/ent_coef,time/total_timesteps,train/actor_loss,time/time_elapsed,rollout/success_rate,time/episodes,train/n_updates
62.339285714285715,0.887003481388092,0.0005,-4.495668411254883,-54.219741392857145,44,0.1864250898361206,3491,35.83781433105469,79,0.0,56,3390
59.4,0.12039190530776978,0.0005,-4.626875400543213,-53.08548746666666,44,0.1801026165485382,3564,35.07450866699219,80,0.0,60,3463
56.796875,0.4234219789505005,0.0005,-4.826923847198486,-52.044749359375,44,0.17417879402637482,3635,34.767601013183594,81,0.0,64,3534
54.955882352941174,0.13462316989898682,0.0005,-4.740460395812988,-51.1723459117647,45,0.16599096357822418,3737,33.54145812988281,82,0.0,68,3636
53.52777777777778,0.10185454785823822,0.0005,-5.034239768981934,-50.68292906944444,45,0.15720894932746887,3854,35.04597473144531,84,0.0,72,3753
52.4078947368421,0.16352002322673798,0.0005,-4.740475654602051,-50.39280671052631,45,0.14799034595489502,3983,35.9627571105957,86,0.0,76,3882
52.8625,0.681542694568634,0.0005,-4.852654457092285,-50.288826462500005,46,0.13217975199222565,4229,35.725494384765625,90,0.0,80,4128
51.51190476190476,0.3218621015548706,0.0005,-4.464308738708496,-49.63940336904763,46,0.12657944858074188,4327,35.44256591796875,92,0.0,84,4226
49.875,0.30092358589172363,0.0005,-4.566428184509277,-49.05418935227272,47,0.12322370707988739,4389,34.93352508544922,93,0.0,88,4288
48.72826086956522,0.3457845151424408,0.0005,-5.048943996429443,-48.47401019565217,47,0.1183389276266098,4483,35.3792724609375,94,0.0,92,4382
47.6875,0.8851585388183594,0.0005,-4.588625907897949,-47.980426875000006,47,0.11357132345438004,4578,36.997894287109375,96,0.0,96,4477
46.62,0.2550660967826843,0.0005,-4.630998611450195,-47.44130064000001,47,0.1096527948975563,4662,35.644561767578125,97,0.0,100,4561
44.98,0.13779522478580475,0.0005,-4.760538578033447,-46.94207400000001,47,0.10686194151639938,4723,35.02500915527344,98,0.0,104,4622
44.23,0.3531729578971863,0.0005,-4.7217559814453125,-46.73774780000001,48,0.1036682277917862,4794,34.69581985473633,99,0.0,108,4693
43.95,0.20012958347797394,0.0005,-5.319857120513916,-46.62995842,48,0.10124379396438599,4852,34.21179962158203,100,0.0,112,4751
43.63,0.22249005734920502,0.0005,-4.090468406677246,-46.56231932000001,48,0.09904559701681137,4905,32.91795349121094,101,0.0,116,4804
42.89,0.12569141387939453,0.0005,-4.410384178161621,-46.282795750000005,48,0.09630753099918365,4973,33.63237762451172,102,0.0,120,4872
36.89,0.23616211116313934,0.0005,-5.028678894042969,-43.61254664,48,0.09386920928955078,5036,34.55851364135742,103,0.0,124,4935
28.73,0.23797152936458588,0.0005,-4.555906295776367,-39.870495,48,0.09118807315826416,5107,34.87816619873047,104,0.0,128,5006
25.73,0.5738427639007568,0.0005,-4.844933032989502,-38.468608290000006,49,0.08877599984407425,5173,35.290225982666016,105,0.0,132,5072
23.93,0.2016019970178604,0.0005,-4.91352653503418,-37.66167825,49,0.08696445822715759,5226,34.601837158203125,106,0.0,136,5125
23.31,0.314703106880188,0.0005,-4.426098346710205,-37.19230031,49,0.08442561328411102,5300,34.466041564941406,107,0.0,140,5199
23.23,0.44340333342552185,0.0005,-4.8401055335998535,-37.19241442,49,0.08179658651351929,5380,34.34918212890625,108,0.0,144,5279
21.27,0.2493869662284851,0.0005,-4.645190238952637,-36.66898952,49,0.08026595413684845,5428,32.96246337890625,109,0.0,148,5327
20.88,0.6324387788772583,0.0005,-4.660473346710205,-36.664027020000006,49,0.07849162817001343,5484,34.80509948730469,110,0.0,152,5383
20.84,0.23746488988399506,0.0005,-4.630867958068848,-36.59487334,49,0.0757199376821518,5575,33.32567596435547,111,0.0,156,5474
20.6,0.3112564980983734,0.0005,-4.08078670501709,-36.557082400000006,50,0.07429714500904083,5624,32.958858489990234,112,0.0,160,5523
20.58,0.5231865048408508,0.0005,-4.018280982971191,-36.360990369999996,50,0.07226187735795975,5693,33.017738342285156,113,0.0,164,5592
20.34,0.29523277282714844,0.0005,-4.538758277893066,-36.209534239999996,50,0.07006566971540451,5771,34.06587219238281,114,0.0,168,5670
19.96,0.47424212098121643,0.0005,-5.191719055175781,-35.85477108,50,0.06789752840995789,5850,34.84789276123047,115,0.0,172,5749
19.35,0.7354644536972046,0.0005,-5.168422222137451,-35.403932100000006,50,0.06609566509723663,5918,35.193214416503906,117,0.0,176,5817
17.46,0.3709098994731903,0.0005,-4.313173294067383,-34.765505399999995,50,0.06462711095809937,5975,33.16017150878906,117,0.0,180,5874
16.97,0.17974713444709778,0.0005,-3.8050413131713867,-34.7628693,50,0.06335679441690445,6024,32.240257263183594,118,0.0,184,5923
17.18,0.11927296221256256,0.0005,-4.0491485595703125,-34.703766130000005,50,0.06134726107120514,6107,33.9364013671875,119,0.0,188,6006
16.98,0.26225417852401733,0.0005,-3.6773219108581543,-34.63664586,51,0.05961993336677551,6181,34.07342529296875,121,0.0,192,6080
16.53,0.1138482466340065,0.0005,-4.23038387298584,-34.46271226,51,0.058470167219638824,6231,33.49247741699219,121,0.0,196,6130
16.37,0.157448872923851,0.0005,-3.863765239715576,-34.42622209,51,0.05694291740655899,6299,34.04930877685547,122,0.0,200,6198
16.45,0.3068280518054962,0.0005,-4.022600173950195,-34.294246879999996,51,0.05552149936556816,6368,33.781829833984375,124,0.0,204,6267
16.29,0.6383552551269531,0.0005,-5.202914237976074,-34.155355119999996,51,0.054431892931461334,6423,33.21338653564453,124,0.0,208,6322
16.42,0.11165469884872437,0.0005,-4.275694370269775,-34.189506179999995,51,0.052931610494852066,6494,33.26789855957031,126,0.0,212,6393
16.84,0.48861414194107056,0.0005,-3.217288017272949,-34.189284470000004,51,0.051084037870168686,6589,33.96826934814453,127,0.0,216,6488
16.86,0.2222837209701538,0.0005,-3.550227165222168,-34.16531239,51,0.0498100183904171,6659,33.91123962402344,128,0.0,220,6558
16.7,0.4274478852748871,0.0005,-4.387038230895996,-34.08894112,51,0.048942919820547104,6706,33.66721725463867,129,0.0,224,6605
16.74,0.2708211839199066,0.0005,-4.199885845184326,-34.31417603,51,0.04763383790850639,6781,33.361976623535156,130,0.0,228,6680
16.93,0.2963827848434448,0.0005,-4.163802146911621,-34.602241160000005,52,0.04616363346576691,6866,34.05506134033203,131,0.0,232,6765
17.1,0.2816714942455292,0.0005,-4.659759521484375,-34.63177327,52,0.04505249485373497,6936,33.747920989990234,132,0.0,236,6835
17.12,0.14914622902870178,0.0005,-2.768359661102295,-34.84435983000001,52,0.043791983276605606,7012,32.27207565307617,134,0.0,240,6911
17.15,0.2541663944721222,0.0005,-3.6263091564178467,-34.892912540000005,52,0.04253478720784187,7095,33.6692008972168,135,0.0,244,6994
17.45,0.2230512797832489,0.0005,-2.7972769737243652,-34.81888907,52,0.04140409454703331,7173,33.34291076660156,136,0.0,248,7072
17.53,0.2035723626613617,0.0005,-4.401824951171875,-34.680470510000006,52,0.04049469903111458,7237,33.45415115356445,137,0.0,252,7136
17.28,0.30996787548065186,0.0005,-3.597811698913574,-34.677052429999996,52,0.03958870843052864,7303,33.00149917602539,138,0.0,256,7202
17.36,0.17964580655097961,0.0005,-4.225081443786621,-34.696127559999994,52,0.038816578686237335,7360,32.693572998046875,139,0.0,260,7259
17.25,0.8531968593597412,0.0005,-5.677793025970459,-34.89686461,52,0.038042619824409485,7418,36.477195739746094,140,0.0,264,7317
17.69,1.0380874872207642,0.0005,-2.2787609100341797,-35.13246214,52,0.03709034621715546,7540,38.23760986328125,142,0.0,268,7439
17.48,0.5067151188850403,0.0005,-0.5269409418106079,-35.09600234,52,0.03664645925164223,7598,31.03445816040039,143,0.0,272,7497
17.35,0.3135230243206024,0.0005,-3.2044668197631836,-35.16377086,53,0.03599221259355545,7653,33.248619079589844,144,0.0,276,7552
17.28,0.36698442697525024,0.0005,-3.5191242694854736,-35.35535847,53,0.03553830459713936,7703,34.507572174072266,145,0.0,280,7602
17.21,0.3492078185081482,0.0005,-2.5386266708374023,-35.37514063,53,0.03517763316631317,7745,32.035030364990234,145,0.0,284,7644
16.9,0.3733922243118286,0.0005,-2.9995274543762207,-35.26172316,53,0.03472590819001198,7797,33.11775207519531,146,0.0,288,7696
16.93,0.37723061442375183,0.0005,-3.1162290573120117,-35.40800499,53,0.03400541841983795,7874,33.48078155517578,147,0.0,292,7773
16.93,0.6597527265548706,0.0005,-2.879688024520874,-35.60380137999999,53,0.033481813967227936,7924,32.877498626708984,148,0.0,296,7823
16.74,0.34216994047164917,0.0005,-2.7476487159729004,-35.66395505,53,0.03302259370684624,7973,33.1253662109375,149,0.0,300,7872
16.56,0.833766758441925,0.0005,-3.726067543029785,-35.68431036,53,0.03246614336967468,8024,33.554603576660156,150,0.0,304,7923
16.52,0.848488986492157,0.0005,-2.136587142944336,-35.616498199999995,53,0.03188100457191467,8075,33.47119140625,150,0.0,308,7974
16.31,0.4169694781303406,0.0005,-3.3768296241760254,-35.38290779,53,0.03133430331945419,8125,33.06916427612305,151,0.0,312,8024
16.05,0.6288449168205261,0.0005,-3.2223243713378906,-35.276005389999995,53,0.03048109821975231,8194,33.0445442199707,152,0.0,316,8093
15.91,0.35736194252967834,0.0005,-2.946256399154663,-35.31957214,53,0.029882462695240974,8250,32.54365539550781,153,0.0,320,8149
16.03,0.3615095615386963,0.0005,-3.5420939922332764,-35.05133787,53,0.029318545013666153,8309,32.26317596435547,154,0.0,324,8208
15.86,0.33158743381500244,0.0005,-2.4491260051727295,-35.01416211,53,0.028731105849146843,8367,32.68293762207031,155,0.0,328,8266
15.55,0.32530662417411804,0.0005,-1.7360930442810059,-34.82228275999999,53,0.028239401057362556,8421,32.61839294433594,156,0.0,332,8320
15.34,0.21992868185043335,0.0005,-2.6530661582946777,-34.78451077,53,0.02782563492655754,8470,32.47542953491211,157,0.0,336,8369
15.07,0.1889248490333557,0.0005,-2.9993088245391846,-34.75489517,53,0.027435794472694397,8519,31.783750534057617,157,0.0,340,8418
14.8,0.3595910966396332,0.0005,-2.150477647781372,-34.54546274,53,0.027037812396883965,8575,32.00413131713867,158,0.0,344,8474
14.6,0.28264564275741577,0.0005,-1.4940180778503418,-34.37409914,54,0.026589764282107353,8633,32.210487365722656,159,0.0,348,8532
14.44,0.11689630150794983,0.0005,-1.4356473684310913,-34.41428417,54,0.026270035654306412,8681,32.122310638427734,160,0.0,352,8580
14.36,0.49574437737464905,0.0005,-1.921313762664795,-34.416380999999994,54,0.025794943794608116,8739,32.19636535644531,161,0.0,356,8638
14.32,0.21305543184280396,0.0005,-2.5369691848754883,-34.25027881999999,54,0.02538125403225422,8792,32.030357360839844,162,0.0,360,8691
14.24,0.16823096573352814,0.0005,-1.6515671014785767,-34.17756701999999,54,0.025041364133358,8842,31.730335235595703,163,0.0,364,8741
13.65,0.22797229886054993,0.0005,-1.9423872232437134,-33.84962012999999,54,0.024591324850916862,8905,31.763463973999023,164,0.0,368,8804
13.83,0.5367162823677063,0.0005,-0.7819503545761108,-33.738507659999996,54,0.024092035368084908,8981,32.3409309387207,165,0.0,372,8880
13.84,0.4211800694465637,0.0005,-2.9626574516296387,-33.74357553,54,0.023798614740371704,9037,32.451194763183594,166,0.0,376,8936
14.02,0.2852852940559387,0.0005,-1.55031156539917,-33.50057094,54,0.023375824093818665,9105,31.004714965820312,167,0.0,380,9004
14.26,0.15845075249671936,0.0005,0.04765508323907852,-33.40856853,54,0.02294991724193096,9171,31.16936492919922,168,0.0,384,9070
14.37,0.3886926472187042,0.0005,-1.020106554031372,-33.36610627,54,0.022567708045244217,9234,32.235496520996094,169,0.0,388,9133
14.18,0.08004344254732132,0.0005,-1.1607884168624878,-33.30979119,54,0.022138826549053192,9292,32.798362731933594,170,0.0,392,9191
14.23,0.2616420388221741,0.0005,-1.793804407119751,-33.22617483999999,54,0.021801024675369263,9347,32.233787536621094,171,0.0,396,9246
14.34,0.2419530749320984,0.0005,-1.2571220397949219,-33.05075191,54,0.02141374908387661,9407,32.05436706542969,172,0.0,400,9306
14.33,0.2879446744918823,0.0005,-1.9773372411727905,-33.119549039999995,54,0.021165385842323303,9457,31.921527862548828,172,0.0,404,9356
14.3,0.18319480121135712,0.0005,-2.424239158630371,-33.14939701,54,0.02101261541247368,9505,31.851512908935547,173,0.0,408,9404
14.26,0.38095223903656006,0.0005,-1.2673158645629883,-33.32049624,54,0.02077265828847885,9551,32.42527770996094,174,0.0,412,9450
14.13,0.5405631065368652,0.0005,-0.9486962556838989,-33.35766322,54,0.020506303757429123,9607,32.84820556640625,175,0.0,416,9506
14.27,0.5180376768112183,0.0005,0.7101040482521057,-33.29664999,54,0.0201983954757452,9677,32.151268005371094,176,0.0,420,9576
14.13,0.35661953687667847,0.0005,-2.5239295959472656,-33.385787799999996,54,0.02017841674387455,9722,32.930015563964844,177,0.0,424,9621
14.09,0.14664167165756226,0.0005,-0.026829756796360016,-33.38530299999999,54,0.019887197762727737,9776,31.356037139892578,177,0.0,428,9675
14.06,0.15161548554897308,0.0005,-0.9351482391357422,-33.30859555,54,0.019729122519493103,9827,31.874359130859375,178,0.0,432,9726
14.04,0.11646708846092224,0.0005,-1.1345417499542236,-33.1231155,55,0.01960599608719349,9874,32.303916931152344,179,0.0,436,9773
14.06,0.22734996676445007,0.0005,-1.897851586341858,-33.011921169999994,55,0.019475562497973442,9925,31.68471336364746,180,0.0,440,9824
14.24,0.3420619070529938,0.0005,-1.317699909210205,-33.16064309,55,0.01926749385893345,9999,32.86140823364258,181,0.0,444,9898
14.24,0.17460040748119354,0.0005,0.42172130942344666,-33.136702639999996,51,0.019125094637274742,10057,32.53309631347656,194,0.0,448,9956
14.32,0.10031110793352127,0.0005,-0.027163732796907425,-33.00770531,51,0.018929610028862953,10113,31.937946319580078,195,0.0,452,10012
14.24,0.27046769857406616,0.0005,-0.2402419000864029,-32.89359207999999,51,0.018830731511116028,10163,31.553232192993164,196,0.0,456,10062
14.23,0.18554843962192535,0.0005,-0.7177415490150452,-32.84284067,51,0.018703194335103035,10215,31.736557006835938,197,0.0,460,10114
14.55,0.10341032594442368,0.0005,-1.600220799446106,-32.859723810000006,51,0.01849786564707756,10297,32.14436340332031,198,0.0,464,10196
14.48,0.4267194867134094,0.0005,-0.4370238482952118,-32.767208870000005,51,0.018306618556380272,10353,31.557628631591797,199,0.0,468,10252
14.22,0.08706479519605637,0.0005,-0.3860248327255249,-32.916506420000005,52,0.018165264278650284,10403,30.780109405517578,200,0.0,472,10302
14.08,0.573763370513916,0.0005,-1.4568055868148804,-32.88538176,52,0.018151236698031425,10445,31.920530319213867,200,0.0,476,10344
13.95,0.1955198049545288,0.0005,-2.3200831413269043,-32.892065220000006,52,0.018009699881076813,10500,32.40980529785156,201,0.0,480,10399
13.85,0.22649461030960083,0.0005,-0.3015335202217102,-32.66499055,52,0.017883816733956337,10556,32.222412109375,202,0.0,484,10455
13.72,0.21366973221302032,0.0005,-0.867793619632721,-32.56492572,52,0.017758628353476524,10606,31.09378433227539,202,0.0,488,10505
13.66,0.38002222776412964,0.0005,-0.7836228609085083,-32.367406700000004,52,0.017687655985355377,10658,31.592185974121094,203,0.0,492,10557
13.68,0.13890591263771057,0.0005,-0.15872761607170105,-32.408768179999996,52,0.01749764196574688,10715,31.46431541442871,204,0.0,496,10614
13.57,0.14172989130020142,0.0005,0.2891712188720703,-32.663389360000004,52,0.017455533146858215,10764,31.15374755859375,204,0.0,500,10663
13.63,0.22755008935928345,0.0005,-0.4065622091293335,-32.65944317,52,0.0174521803855896,10820,31.231910705566406,205,0.0,504,10719
13.77,0.6792309284210205,0.0005,0.6170649528503418,-32.58910065999999,52,0.017393924295902252,10882,31.831871032714844,206,0.0,508,10781
13.93,0.28027772903442383,0.0005,0.4868174195289612,-32.35785244,52,0.01733456552028656,10944,31.773983001708984,207,0.0,512,10843
13.91,0.1819143295288086,0.0005,-0.1789529174566269,-32.35868011,52,0.017339715734124184,10998,32.28418731689453,207,0.0,516,10897
13.7,0.36574336886405945,0.0005,0.4323136508464813,-32.35832748,52,0.017297327518463135,11047,32.30707550048828,208,0.0,520,10946
13.69,0.10923907905817032,0.0005,1.0419540405273438,-32.44157167,53,0.017247416079044342,11091,31.847734451293945,209,0.0,524,10990
13.65,0.32830172777175903,0.0005,-0.379681795835495,-32.347902430000005,53,0.017121881246566772,11141,31.79779624938965,209,0.0,528,11040
13.71,0.11389084905385971,0.0005,1.0439722537994385,-32.34710054,53,0.01697428897023201,11198,31.307064056396484,210,0.0,532,11097
13.75,0.18606111407279968,0.0005,0.5394425988197327,-32.31797102,53,0.016877446323633194,11249,31.540363311767578,211,0.0,536,11148
13.71,0.27550843358039856,0.0005,1.4599831104278564,-32.424549060000004,53,0.016831910237669945,11296,31.025592803955078,211,0.0,540,11195
13.4,0.17364606261253357,0.0005,1.2988591194152832,-32.16015994,53,0.01683890074491501,11339,31.241708755493164,212,0.0,544,11238
13.3,0.12172332406044006,0.0005,0.35840943455696106,-32.1965297,53,0.0168010126799345,11387,30.516754150390625,212,0.0,548,11286
13.41,0.3277721107006073,0.0005,-0.938431441783905,-32.2966039,53,0.01660042256116867,11454,31.599437713623047,213,0.0,552,11353
13.6,0.6429718732833862,0.0005,1.321274995803833,-32.22741667,53,0.016434285789728165,11523,31.955949783325195,214,0.0,556,11422
13.87,0.6270004510879517,0.0005,-2.8053414821624756,-32.42634146,53,0.01637336052954197,11602,32.352027893066406,215,0.0,560,11501
13.64,0.41460084915161133,0.0005,-0.8341690301895142,-32.3329967,53,0.015984930098056793,11661,31.60483169555664,216,0.0,564,11560
13.63,0.16296474635601044,0.0005,-1.221895456314087,-32.382395609999996,53,0.015738239511847496,11716,31.41383934020996,217,0.0,568,11615
13.7,0.2538047432899475,0.0005,-0.5890910625457764,-32.18385017,54,0.01563856564462185,11773,31.128864288330078,217,0.0,572,11672
13.76,0.23284590244293213,0.0005,0.5955713987350464,-32.191934159999995,54,0.01572274975478649,11821,31.595762252807617,218,0.0,576,11720
13.64,0.16085468232631683,0.0005,0.4912549555301666,-32.28746076,54,0.015654442831873894,11864,31.5051212310791,218,0.0,580,11763
13.59,0.1862015426158905,0.0005,-1.961599588394165,-32.48445786,54,0.01567826420068741,11915,30.927265167236328,219,0.0,584,11814
13.54,0.24097523093223572,0.0005,-2.604222059249878,-32.62423425,54,0.015583815984427929,11960,31.643299102783203,220,0.0,588,11859
13.51,0.2072065770626068,0.0005,-0.01197497546672821,-32.65583292,54,0.015417645685374737,12009,31.967002868652344,220,0.0,592,11908
13.49,0.18332386016845703,0.0005,-0.2221897840499878,-32.49451279,54,0.015398791991174221,12064,31.788850784301758,221,0.0,596,11963
13.43,0.2142764925956726,0.0005,1.555270791053772,-32.157914250000005,54,0.015263884328305721,12107,30.317726135253906,222,0.0,600,12006
13.42,0.22453629970550537,0.0005,-1.034160852432251,-31.96273902,54,0.015083839185535908,12162,31.11186981201172,223,0.0,604,12061
13.31,0.359885573387146,0.0005,-1.7911653518676758,-32.010751570000004,54,0.014918197877705097,12213,30.853546142578125,224,0.0,608,12112
13.19,0.44322192668914795,0.0005,-0.3154677152633667,-32.159298039999996,54,0.014799082651734352,12263,30.668041229248047,224,0.0,612,12162
13.18,0.47610408067703247,0.0005,-0.5055455565452576,-32.01577375,54,0.014869868755340576,12316,31.32727813720703,225,0.0,616,12215
13.26,0.2548142969608307,0.0005,-0.16731783747673035,-31.893739439999994,54,0.014777187258005142,12373,31.626850128173828,226,0.0,620,12272
13.27,0.18785962462425232,0.0005,1.1785228252410889,-31.978348190000002,54,0.014770284295082092,12418,31.126445770263672,226,0.0,624,12317
13.18,0.26131993532180786,0.0005,-0.7703254222869873,-31.95358486,54,0.014907659962773323,12459,31.57119369506836,227,0.0,628,12358
13.1,0.12338607758283615,0.0005,-0.6222903728485107,-32.10152962,54,0.014751293696463108,12508,30.87165069580078,228,0.0,632,12407
13.09,0.3258380889892578,0.0005,-0.3793935477733612,-32.29229769,54,0.014825526624917984,12558,30.730628967285156,228,0.0,636,12457
13.15,0.09077572822570801,0.0005,0.7017090320587158,-32.29535468,54,0.014729561284184456,12611,31.407100677490234,229,0.0,640,12510
13.17,0.21778477728366852,0.0005,-1.37772798538208,-32.37908272,54,0.014722505584359169,12656,31.15176010131836,230,0.0,644,12555
13.18,0.09583596140146255,0.0005,-1.9860267639160156,-32.25005398999999,54,0.014641642570495605,12705,31.123565673828125,231,0.0,648,12604
12.99,0.23991543054580688,0.0005,-0.41528189182281494,-31.99928241,55,0.014570984989404678,12753,30.702367782592773,231,0.0,652,12652
12.73,0.2512105703353882,0.0005,1.5170632600784302,-32.107378319999995,55,0.014649794436991215,12796,31.27739906311035,232,0.0,656,12695
12.39,0.11547338962554932,0.0005,1.279984951019287,-31.9619147,55,0.01462568435817957,12841,31.285015106201172,233,0.0,660,12740
12.24,0.15166515111923218,0.0005,-0.2951670289039612,-31.97383179000001,55,0.01465972326695919,12885,30.691802978515625,233,0.0,664,12784
12.46,0.08334428071975708,0.0005,-0.5696489810943604,-32.02448858,55,0.014655466191470623,12962,31.555896759033203,234,0.0,668,12861
12.42,0.22146931290626526,0.0005,2.025587797164917,-32.178414430000004,55,0.014568915590643883,13015,31.048477172851562,235,0.0,672,12914
12.5,0.26916372776031494,0.0005,-0.12533023953437805,-32.052553810000006,55,0.014567448757588863,13071,31.358783721923828,236,0.0,676,12970
12.62,0.14639431238174438,0.0005,1.3467659950256348,-32.12124002,55,0.014631969854235649,13126,31.1081485748291,236,0.0,680,13025
12.58,0.0971650630235672,0.0005,0.4372119605541229,-32.144626280000004,55,0.014659877866506577,13173,30.85686492919922,237,0.0,684,13072
12.64,0.2584055960178375,0.0005,5.863889694213867,-32.09754421,55,0.015002396889030933,13224,30.600934982299805,238,0.0,688,13123
12.55,0.3583781123161316,0.0005,5.052200794219971,-32.0564551,55,0.01613825000822544,13264,31.434303283691406,238,0.0,692,13163
12.53,0.2923266887664795,0.0005,-2.5371856689453125,-31.83475747,55,0.017114967107772827,13317,32.828922271728516,239,0.0,696,13216
12.62,0.3556755781173706,0.0005,0.027961716055870056,-31.895811300000002,55,0.01698227971792221,13369,31.476150512695312,240,0.0,700,13268
12.67,0.13580258190631866,0.0005,-2.286226272583008,-31.68505551,55,0.01692778803408146,13429,32.15497589111328,241,0.0,704,13328
12.95,0.1049884706735611,0.0005,-1.171549677848816,-31.59957982,55,0.01657705567777157,13508,31.125782012939453,242,0.0,708,13407
12.87,0.23196814954280853,0.0005,-1.4351037740707397,-31.72118066,55,0.016497166827321053,13550,30.924118041992188,242,0.0,712,13449
12.84,0.14717766642570496,0.0005,-0.5958600044250488,-31.853758429999992,55,0.01632199063897133,13600,30.579608917236328,243,0.0,716,13499
12.91,0.25680071115493774,0.0005,-0.8854111433029175,-31.932311879999993,55,0.016206489875912666,13664,30.61721420288086,244,0.0,720,13563
12.98,0.1083635538816452,0.0005,-0.9842569828033447,-31.850223119999992,55,0.01610167697072029,13716,30.858707427978516,245,0.0,724,13615
13.09,0.15566039085388184,0.0005,-0.20408344268798828,-31.879119290000002,55,0.01597592420876026,13768,30.71282958984375,246,0.0,728,13667
13.09,0.2334415763616562,0.0005,-0.4694119691848755,-31.7953464,55,0.015842143446207047,13817,30.30514907836914,246,0.0,732,13716
13.16,0.3902677297592163,0.0005,0.6276031732559204,-31.730807830000007,56,0.015687186270952225,13874,30.577829360961914,247,0.0,736,13773
13.13,0.19648388028144836,0.0005,-0.24866709113121033,-31.58326827000001,56,0.015674805268645287,13924,30.800941467285156,248,0.0,740,13823
13.12,0.21878938376903534,0.0005,-1.2251124382019043,-31.5412108,56,0.015597524121403694,13968,31.530046463012695,248,0.0,744,13867
13.16,0.08771920204162598,0.0005,0.2400108426809311,-31.641892599999995,56,0.015449084341526031,14021,30.497066497802734,249,0.0,748,13920
13.11,0.1834762841463089,0.0005,-1.7456207275390625,-31.82338244,56,0.015403367578983307,14064,30.326480865478516,250,0.0,752,13963
13.27,0.13331788778305054,0.0005,-1.1670141220092773,-31.942369800000005,56,0.015345181338489056,14123,31.180299758911133,250,0.0,756,14022
13.39,0.2111148238182068,0.0005,-0.9313356280326843,-31.970576460000004,56,0.015212547965347767,14180,31.230260848999023,251,0.0,760,14079
13.61,0.4009000360965729,0.0005,-1.0297820568084717,-32.05545519,56,0.0153602110221982,14246,32.50086212158203,252,0.0,764,14145
13.59,0.29338228702545166,0.0005,-0.8653290867805481,-32.05810303,56,0.01533819455653429,14321,30.712665557861328,253,0.0,768,14220
13.57,0.11022965610027313,0.0005,1.0453803539276123,-32.074585549999995,56,0.015236804261803627,14372,30.621858596801758,254,0.0,772,14271
13.52,0.20163653790950775,0.0005,1.2112022638320923,-32.086809089999996,56,0.015147794038057327,14423,30.01386070251465,254,0.0,776,14322
13.63,0.08895806223154068,0.0005,1.5276684761047363,-32.11502705,56,0.015290765091776848,14489,30.506202697753906,255,0.0,780,14388
13.81,0.07349202781915665,0.0005,2.7302722930908203,-32.256096240000005,56,0.015645211562514305,14554,29.814790725708008,256,0.0,784,14453
13.9,0.09634287655353546,0.0005,0.7962703704833984,-32.25686232,56,0.015854619443416595,14614,30.73659896850586,257,0.0,788,14513
14.05,0.16553957760334015,0.0005,0.15847325325012207,-32.3589748,56,0.015907766297459602,14669,30.868810653686523,257,0.0,792,14568
14.14,0.12393388897180557,0.0005,-0.22000189125537872,-32.49828207,56,0.015964196994900703,14731,30.44635772705078,258,0.0,796,14630
14.24,0.1141628846526146,0.0005,-1.4273955821990967,-32.50685336000001,57,0.015964485704898834,14793,30.59480094909668,259,0.0,800,14692
14.27,0.1506204456090927,0.0005,0.6464685201644897,-32.50392121,57,0.015906894579529762,14856,30.72487449645996,260,0.0,804,14755
